brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,sold per day,Total Revenue,Total Visitors 
Bobbi Brown,Asia-Pacific,Shanghai,Airport Duty-Free,Mall Kiosk,11/19/24,2/3/25,76,LE-CTX5FD5H,Bobbi Brown Velvet Primer,64.55,1295,3913,90.49,51.48684211,252584.15,98420
Hourglass,North America,New York,Department Store Atrium,Standalone Pop-Up,6/25/25,8/7/25,43,LE-1MASM2F0,Hourglass Satin Foundation,106.84,1274,2144,51.53,49.86046512,229064.96,54782
Sisley-Paris,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,12/21/24,1/2/25,12,LE-QQS5MNEK,Sisley-Paris Lumière Fragrance,145.68,571,557,68.77,46.41666667,81143.76,6852
Chanel,Europe,London,Art/Design District,Shop-in-Shop,5/17/25,7/13/25,57,LE-ZM0I59B9,Chanel Pearl Fragrance,381.82,1080,3849,78.14,67.52631579,1469625.18,61560
Charlotte Tilbury,Middle East,Jeddah,Department Store Atrium,Flash Event,5/21/25,6/11/25,21,LE-HGOLEFFN,Charlotte Tilbury Éclat Eyeshadow Palette,51.07,915,2802,78.64,133.4285714,143098.14,19215
Huda Beauty,North America,Miami,High-Street,Shop-in-Shop,7/10/24,9/28/24,80,LE-MKKONVP8,Huda Beauty Pearl Eyeshadow Palette,60.88,1464,235,53.29,2.9375,14306.8,117120
Pat McGrath Labs,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,3/9/25,4/25/25,47,LE-Z0180RQ9,Pat McGrath Labs Glow Fragrance,323.57,1709,1676,82.85,35.65957447,542303.32,80323
Givenchy Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,1/8/25,4/5/25,87,LE-1M45SZKT,Givenchy Beauty Satin Eyeshadow Palette,82.26,2198,1192,57.47,13.70114943,98053.92,191226
Guerlain,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,11/27/24,2/22/25,87,LE-BH9CEPR8,Guerlain Noir Foundation,115.38,923,2019,76.33,23.20689655,232952.22,80301
Valentino Beauty,Middle East,Dubai,Department Store Atrium,Shop-in-Shop,3/24/25,5/5/25,42,LE-TGC7T3WB,Valentino Beauty Glow Blush,33.51,657,1247,55.5,29.69047619,41786.97,27594
Valentino Beauty,Europe,Milan,High-Street,Mall Kiosk,2/9/25,3/15/25,34,LE-ETXOUT0S,Valentino Beauty Satin Foundation,80.01,1136,4028,100,118.4705882,322280.28,38624
YSL Beauty,Latin America,São Paulo,Department Store Atrium,Flash Event,6/1/25,6/11/25,10,LE-96GP38W3,YSL Beauty Opulence Foundation,94.43,1146,3512,77.29,351.2,331638.16,11460
Shiseido,Middle East,Dubai,Art/Design District,Standalone Pop-Up,7/8/25,7/21/25,13,LE-RXW8T4JE,Shiseido Glow Foundation,93.17,789,271,70.03,20.84615385,25249.07,10257
Sisley-Paris,Asia-Pacific,Singapore,High-Street,Mall Kiosk,7/12/24,8/26/24,45,LE-00P2AUY1,Sisley-Paris Noir Mascara,31.71,940,3498,80.77,77.73333333,110921.58,42300
Valentino Beauty,North America,Toronto,Luxury Mall,Flash Event,9/17/24,10/31/24,44,LE-JEK97CLR,Valentino Beauty Éclat Setting Powder,83.91,1742,2969,81.54,67.47727273,249128.79,76648
Guerlain,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,9/15/24,11/12/24,58,LE-BUTU4RLC,Guerlain Éclat Blush,33.48,918,3463,97.08,59.70689655,115941.24,53244
Sisley-Paris,Europe,Madrid,Art/Design District,Flash Event,6/7/25,8/11/25,65,LE-MMQLTF34,Sisley-Paris Éclat Highlighter,55.97,868,1713,47.96,26.35384615,95876.61,56420
Charlotte Tilbury,Middle East,Riyadh,Airport Duty-Free,Standalone Pop-Up,10/13/24,11/8/24,26,LE-57DCP3TJ,Charlotte Tilbury Pearl Fragrance,316.58,2265,121,54.02,4.653846154,38306.18,58890
Sisley-Paris,Europe,Paris,High-Street,Shop-in-Shop,6/1/24,7/18/24,47,LE-5B8I3KVE,Sisley-Paris Velvet Fragrance,263.91,1256,2497,85.93,53.12765957,658983.27,59032
Lancôme,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,1/28/25,3/11/25,42,LE-J5MVMJB0,Lancôme Opulence Foundation,70.19,1399,1904,65.29,45.33333333,133641.76,58758
Estée Lauder,Asia-Pacific,Singapore,Luxury Mall,Flash Event,8/6/24,8/18/24,12,LE-5YMRAHBU,Estée Lauder Éclat Primer,59.55,1213,2959,91.98,246.5833333,176208.45,14556
Pat McGrath Labs,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,3/24/25,5/12/25,49,LE-D88ZFXRJ,Pat McGrath Labs Mirage Foundation,119.78,952,2374,84.88,48.44897959,284357.72,46648
Hourglass,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,1/7/25,1/23/25,16,LE-ZY0Q6OQ3,Hourglass Opulence Highlighter,36.11,1727,394,55.18,24.625,14227.34,27632
YSL Beauty,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2/20/25,5/6/25,75,LE-HS3ODSDL,YSL Beauty Noir Setting Powder,73.7,2445,569,57.3,7.586666667,41935.3,183375
Rare Beauty,North America,Chicago,Department Store Atrium,Flash Event,6/25/25,7/21/25,26,LE-2RGLMRD7,Rare Beauty Velvet Foundation,69.6,976,501,72.82,19.26923077,34869.6,25376
Bobbi Brown,Europe,Paris,Department Store Atrium,Shop-in-Shop,5/19/25,7/20/25,62,LE-SDP3KVXV,Bobbi Brown Opulence Foundation,96.29,821,661,86.63,10.66129032,63647.69,50902
Bobbi Brown,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,7/21/24,8/19/24,29,LE-0N596ZLV,Bobbi Brown Noir Setting Powder,57.09,1567,4206,96.65,145.0344828,240120.54,45443
Fenty Beauty,Middle East,Doha,Art/Design District,Shop-in-Shop,9/26/24,11/28/24,63,LE-Y9TV7858,Fenty Beauty Glow Lipstick,34.29,930,1292,43.63,20.50793651,44302.68,58590
Dior,Europe,Berlin,Airport Duty-Free,Standalone Pop-Up,2/21/24,3/1/24,9,LE-6OOB59H9,Dior Noir Eyeshadow Palette,90.96,2155,2899,70.5,322.1111111,263693.04,19395
Pat McGrath Labs,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,5/22/25,7/29/25,68,LE-YXGPPN0H,Pat McGrath Labs Éclat Serum,288.9,1774,1405,79.56,20.66176471,405904.5,120632
Tom Ford Beauty,North America,Unknown,Airport Duty-Free,Shop-in-Shop,1/28/25,4/23/25,85,LE-ALYNHX6F,Tom Ford Beauty Satin Lipstick,51.34,1481,1393,69.89,16.38823529,71516.62,125885
Sisley-Paris,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,11/11/24,1/22/25,72,LE-G36J4C64,Sisley-Paris Satin Lipstick,33.11,1246,1092,75.21,15.16666667,36156.12,89712
Rare Beauty,North America,Toronto,Airport Duty-Free,Mall Kiosk,2/3/25,4/10/25,66,LE-YIWYA4YO,Rare Beauty Éclat Mascara,54.47,882,993,74.83,15.04545455,54088.71,58212
Huda Beauty,Middle East,Doha,Department Store Atrium,Mall Kiosk,7/13/24,8/7/24,25,LE-OWEPOQZW,Huda Beauty Velvet Setting Powder,84.61,1509,163,78.37,6.52,13791.43,37725
Chanel,Latin America,Lima,Luxury Mall,Standalone Pop-Up,6/27/24,7/13/24,16,LE-K1KK2EG0,Chanel Satin Mascara,56.12,1804,3612,78.92,225.75,202705.44,28864
La Prairie,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,11/12/24,12/10/24,28,LE-GF26ZKEG,La Prairie Noir Primer,75.9,1347,145,55.77,5.178571429,11005.5,37716
Guerlain,Asia-Pacific,Seoul,Luxury Mall,Flash Event,7/22/24,9/2/24,42,LE-X3AX470T,Guerlain Mirage Mascara,41.02,651,1045,81.2,24.88095238,42865.9,27342
NARS,North America,Toronto,Luxury Mall,Standalone Pop-Up,11/29/24,2/21/25,84,LE-UMFPCAXB,NARS Velvet Primer,53.87,1716,2474,71.69,29.45238095,133274.38,144144
Sisley-Paris,Latin America,Bogotá,Art/Design District,Mobile Pop-Up Truck,9/9/24,11/27/24,79,LE-QO1YRSAJ,Sisley-Paris Noir Eyeshadow Palette,128.08,632,2845,77.56,36.01265823,364387.6,49928
Hermès Beauty,Europe,Berlin,High-Street,Standalone Pop-Up,1/13/25,4/12/25,89,LE-RLLWWXBW,Hermès Beauty Lumière Primer,68.38,1272,3538,72.9,39.75280899,241928.44,113208
Guerlain,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,3/9/25,3/22/25,13,LE-02NN5KPS,Guerlain Pearl Lipstick,70.69,612,2063,95.03,158.6923077,145833.47,7956
YSL Beauty,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,7/21/24,8/16/24,26,LE-2FZ40A6M,YSL Beauty Rouge Setting Powder,71.17,1452,1270,56.27,48.84615385,90385.9,37752
La Prairie,North America,Miami,High-Street,Flash Event,5/10/24,7/10/24,61,LE-V12XD6VB,La Prairie Noir Highlighter,62.57,2714,767,81.42,12.57377049,47991.19,165554
Estée Lauder,Asia-Pacific,Seoul,Airport Duty-Free,Mall Kiosk,4/14/24,6/27/24,74,LE-QJ20XHM6,Estée Lauder Mirage Setting Powder,75.3,810,564,76.42,7.621621622,42469.2,59940
MAC Cosmetics,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2/18/24,4/10/24,52,LE-KD8KBWA5,MAC Cosmetics Éclat Eyeshadow Palette,131.97,2223,2206,88.45,42.42307692,291125.82,115596
Fenty Beauty,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,1/25/25,4/21/25,86,LE-OBA5RQLM,Fenty Beauty Opulence Foundation,114.56,1833,1426,55.79,16.58139535,163362.56,157638
Valentino Beauty,Latin America,Mexico City,Airport Duty-Free,Standalone Pop-Up,3/10/24,5/5/24,56,LE-18DIP7TV,Valentino Beauty Rouge Blush,64.66,1541,2099,65.59,37.48214286,135721.34,86296
Pat McGrath Labs,North America,New York,Luxury Mall,Standalone Pop-Up,11/6/24,11/18/24,12,LE-0BBP153K,Pat McGrath Labs Noir Mascara,46.37,1876,2976,93.26,248,137997.12,22512
Bobbi Brown,North America,Toronto,Luxury Mall,Mall Kiosk,10/30/24,11/10/24,11,LE-RDL5ICYY,Bobbi Brown Opulence Setting Powder,67.04,2017,464,65.26,42.18181818,31106.56,22187
Rare Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,3/17/25,5/6/25,50,LE-XQLNOQU6,Rare Beauty Satin Mascara,43.7,951,443,64.39,8.86,19359.1,47550
NARS,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,3/20/24,6/17/24,89,LE-GGW6BQ0L,NARS Éclat Fragrance,356.24,2335,2540,53.39,28.53932584,904849.6,207815
Huda Beauty,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,3/4/24,5/27/24,84,LE-QGWNFSVT,Huda Beauty Éclat Mascara,39.86,2574,1519,54.39,18.08333333,60547.34,216216
La Prairie,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,4/1/24,6/22/24,82,LE-ECQUTP99,La Prairie Mirage Primer,37.4,1178,242,55.76,2.951219512,9050.8,96596
Guerlain,Middle East,Doha,High-Street,Shop-in-Shop,9/26/24,11/18/24,53,LE-8SJKABW8,Guerlain Glow Fragrance,207.33,2365,463,58.02,8.735849057,95993.79,125345
Armani Beauty,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,6/16/25,7/19/25,33,LE-Q6YIOLEJ,Armani Beauty Glow Highlighter,58.39,1205,1168,100,35.39393939,68199.52,39765
MAC Cosmetics,North America,Los Angeles,Luxury Mall,Shop-in-Shop,9/13/24,11/12/24,60,LE-3EYRFOWJ,MAC Cosmetics Rouge Highlighter,52.46,1990,544,75.14,9.066666667,28538.24,119400
Charlotte Tilbury,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,8/26/24,11/2/24,68,LE-DCWQLIV3,Charlotte Tilbury Satin Blush,69.55,1066,385,63.53,5.661764706,26776.75,72488
Hermès Beauty,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,1/28/25,3/2/25,33,LE-XXOZ0LSO,Hermès Beauty Velvet Highlighter,89.41,1104,3631,88.84,110.030303,324647.71,36432
La Prairie,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,4/17/25,7/16/25,90,LE-AI8PRQ45,La Prairie Velvet Blush,59.86,2418,4729,97.03,52.54444444,283077.94,217620
Huda Beauty,Asia-Pacific,Seoul,Luxury Mall,Flash Event,6/29/25,7/23/25,24,LE-XFBG3MN1,Huda Beauty Opulence Fragrance,170.04,875,2772,56.62,115.5,471350.88,21000
Valentino Beauty,Asia-Pacific,Seoul,High-Street,Flash Event,7/4/24,8/14/24,41,LE-58KDK2UZ,Valentino Beauty Éclat Primer,50.04,2476,2886,85.49,70.3902439,144415.44,101516
Valentino Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,12/28/24,3/9/25,71,LE-DCW5RADB,Valentino Beauty Rouge Fragrance,356.22,1936,2314,64.14,32.5915493,824293.08,137456
Rare Beauty,Europe,Madrid,Art/Design District,Standalone Pop-Up,2/27/24,3/26/24,28,LE-91SZ4PJC,Rare Beauty Éclat Eyeshadow Palette,120.63,920,1140,42.24,40.71428571,137518.2,25760
Guerlain,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,3/4/25,5/29/25,86,LE-2EHHTDXK,Guerlain Mirage Mascara,44.18,2103,3253,98.13,37.8255814,143717.54,180858
Armani Beauty,Middle East,Jeddah,High-Street,Mall Kiosk,1/1/25,3/19/25,77,LE-TLG4PQTQ,Armani Beauty Noir Setting Powder,79.66,1351,286,74.09,3.714285714,22782.76,104027
Valentino Beauty,Europe,Berlin,High-Street,Flash Event,8/9/24,9/27/24,49,LE-ZOYSGU1Z,Valentino Beauty Glow Mascara,67.05,2509,671,96.83,13.69387755,44990.55,122941
NARS,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,9/25/24,12/1/24,67,LE-Y2FRZWTX,NARS Pearl Fragrance,205.24,1100,2575,98.58,38.43283582,528493,73700
NARS,Middle East,Doha,Art/Design District,Mall Kiosk,3/18/25,4/10/25,23,LE-RWX847OI,NARS Satin Primer,52.17,1211,2396,76.75,104.173913,124999.32,27853
MAC Cosmetics,Middle East,Jeddah,High-Street,Shop-in-Shop,6/28/24,9/4/24,68,LE-8U41MRNP,MAC Cosmetics Éclat Eyeshadow Palette,126.68,1159,1972,86.64,29,249812.96,78812
Hourglass,Europe,Paris,Art/Design District,Shop-in-Shop,5/9/25,7/29/25,81,LE-P144IP5N,Hourglass Pearl Serum,290.08,1355,2712,71.67,33.48148148,786696.96,109755
Guerlain,Latin America,Buenos Aires,High-Street,Standalone Pop-Up,7/9/25,8/7/25,29,LE-V94Y1RDZ,Guerlain Pearl Blush,52.46,1979,3379,75.44,116.5172414,177262.34,57391
Fenty Beauty,North America,Miami,Department Store Atrium,Shop-in-Shop,3/16/24,6/12/24,88,LE-SZYWLGT1,Fenty Beauty Noir Serum,83.45,821,1158,83.85,13.15909091,96635.1,72248
Pat McGrath Labs,Latin America,Lima,High-Street,Standalone Pop-Up,3/3/24,5/4/24,62,LE-IWQWIQO3,Pat McGrath Labs Mirage Blush,31.59,2410,2722,60.85,43.90322581,85987.98,149420
MAC Cosmetics,Europe,London,Department Store Atrium,Shop-in-Shop,5/17/24,5/29/24,12,LE-0F5T82YU,MAC Cosmetics Satin Highlighter,37.55,969,3014,77.44,251.1666667,113175.7,11628
Hourglass,Europe,Madrid,High-Street,Mall Kiosk,2/28/25,3/8/25,8,LE-Z9CKW5SM,Hourglass Glow Setting Powder,43.87,1558,1275,85,159.375,55934.25,12464
Shiseido,Latin America,São Paulo,High-Street,Standalone Pop-Up,8/3/24,8/11/24,8,LE-YTWLJA4Q,Shiseido Glow Highlighter,40.38,2388,1145,91.67,143.125,46235.1,19104
Bobbi Brown,Europe,Berlin,High-Street,Mall Kiosk,3/10/25,3/22/25,12,LE-H3BNJCVC,Bobbi Brown Éclat Blush,37.5,1572,1643,72.57,136.9166667,61612.5,18864
Rare Beauty,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,7/29/24,8/27/24,29,LE-6FCRLJMF,Rare Beauty Lumière Highlighter,62.43,833,1613,45.09,55.62068966,100699.59,24157
Shiseido,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,3/21/25,6/4/25,75,LE-AX57ZI8H,Shiseido Éclat Fragrance,245.8,2044,1834,48.67,24.45333333,450797.2,153300
Lancôme,Middle East,Riyadh,Department Store Atrium,Flash Event,7/9/24,7/25/24,16,LE-Y31FRN1F,Lancôme Pearl Highlighter,88.84,1486,3303,80.42,206.4375,293438.52,23776
Armani Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,5/20/25,7/8/25,49,LE-AKWUKUQW,Armani Beauty Satin Lipstick,51.24,2069,3394,94.88,69.26530612,173908.56,101381
Dior,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,11/6/24,12/17/24,41,LE-XQADWINV,Dior Satin Mascara,51.78,1139,1439,60.79,35.09756098,74511.42,46699
Lancôme,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,4/18/24,4/28/24,10,LE-8XYFHZ2G,Lancôme Satin Highlighter,43.71,1341,2684,98.42,268.4,117317.64,13410
Armani Beauty,Middle East,Abu Dhabi,Department Store Atrium,Standalone Pop-Up,7/22/24,9/6/24,46,LE-KZXOXH2G,Armani Beauty Velvet Lipstick,56.65,678,1726,66.59,37.52173913,97777.9,31188
Lancôme,Europe,Berlin,Art/Design District,Shop-in-Shop,10/6/24,11/18/24,43,LE-RE0IVK9L,Lancôme Mirage Serum,236.98,698,2259,77.07,52.53488372,535337.82,30014
Estée Lauder,Middle East,Dubai,Art/Design District,Flash Event,11/30/24,1/28/25,59,LE-CU0LSV57,Estée Lauder Noir Lipstick,77.47,568,2622,80.85,44.44067797,203126.34,33512
Bobbi Brown,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,7/21/24,8/7/24,17,LE-SNWBX47J,Bobbi Brown Noir Fragrance,160.28,1729,1954,50.66,114.9411765,313187.12,29393
Hermès Beauty,Europe,Paris,High-Street,Mall Kiosk,12/20/24,1/14/25,25,LE-WGIW9HWC,Hermès Beauty Glow Fragrance,303.11,2444,773,43.52,30.92,234304.03,61100
Clé de Peau Beauté,Asia-Pacific,Singapore,Art/Design District,Flash Event,3/8/25,4/8/25,31,LE-NDORXEMA,Clé de Peau Beauté Glow Eyeshadow Palette,94.54,1098,2579,96.74,83.19354839,243818.66,34038
Lancôme,Asia-Pacific,Tokyo,Luxury Mall,Mall Kiosk,6/6/25,8/1/25,56,LE-J8LORTK7,Lancôme Glow Setting Powder,65.12,816,1079,89.47,19.26785714,70264.48,45696
Fenty Beauty,Middle East,Dubai,Department Store Atrium,Mobile Pop-Up Truck,7/4/24,8/24/24,51,LE-AW83OLKB,Fenty Beauty Mirage Eyeshadow Palette,140.02,1770,192,90.14,3.764705882,26883.84,90270
Lancôme,Middle East,Dubai,High-Street,Standalone Pop-Up,8/6/24,9/1/24,26,LE-5IWXFJEM,Lancôme Velvet Foundation,106.54,1677,412,63.88,15.84615385,43894.48,43602
Armani Beauty,Middle East,Doha,Department Store Atrium,Flash Event,5/21/25,8/9/25,80,LE-BFFG2937,Armani Beauty Lumière Foundation,75.01,1468,3134,96.19,39.175,235081.34,117440
Pat McGrath Labs,Latin America,Lima,Airport Duty-Free,Standalone Pop-Up,10/21/24,11/21/24,31,LE-IL772NDC,Pat McGrath Labs Pearl Primer,78.33,1765,2714,69.79,87.5483871,212587.62,54715
Shiseido,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,1/24/25,2/18/25,25,LE-J1PBTGUH,Shiseido Velvet Highlighter,81.51,883,571,93.15,22.84,46542.21,22075
NARS,North America,Unknown,Department Store Atrium,Mall Kiosk,8/2/24,8/12/24,10,LE-A8PT9WBM,NARS Noir Mascara,40.04,1707,1560,86.71,156,62462.4,17070
Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Flash Event,4/5/25,6/12/25,68,LE-42JUCIY6,Clé de Peau Beauté Rouge Eyeshadow Palette,119.56,1760,663,57.55,9.75,79268.28,119680
Huda Beauty,Middle East,Doha,Luxury Mall,Mall Kiosk,7/18/24,9/12/24,56,LE-DK22L94Y,Huda Beauty Éclat Mascara,72.92,1473,1570,75.26,28.03571429,114484.4,82488
Hermès Beauty,Europe,Madrid,Art/Design District,Flash Event,2/19/25,3/8/25,17,LE-ZE0W4389,Hermès Beauty Éclat Lipstick,56.54,1112,577,64.18,33.94117647,32623.58,18904
NARS,Europe,Milan,Airport Duty-Free,Flash Event,10/14/24,11/9/24,26,LE-XP19SG22,NARS Satin Setting Powder,59.32,1237,4145,92.32,159.4230769,245881.4,32162
Sisley-Paris,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,5/5/24,6/27/24,53,LE-SO1U3PWD,Sisley-Paris Noir Mascara,45.95,1421,2024,66.1,38.18867925,93002.8,75313
Pat McGrath Labs,Asia-Pacific,Singapore,High-Street,Mall Kiosk,6/5/24,8/8/24,64,LE-EGTWQEOD,Pat McGrath Labs Rouge Serum,180.64,1720,1828,64.75,28.5625,330209.92,110080
Fenty Beauty,Asia-Pacific,Tokyo,High-Street,Shop-in-Shop,3/5/24,5/27/24,83,LE-K1K7THD4,Fenty Beauty Glow Blush,53.21,2323,1149,42.4,13.84337349,61138.29,192809
Hermès Beauty,Latin America,São Paulo,Department Store Atrium,Shop-in-Shop,1/31/25,2/15/25,15,LE-S1QKEAC9,Hermès Beauty Noir Highlighter,56.16,1196,1933,54.99,128.8666667,108557.28,17940
NARS,North America,Unknown,Art/Design District,Standalone Pop-Up,8/1/24,8/24/24,23,LE-2765UXVM,NARS Velvet Serum,275.74,481,799,91.31,34.73913043,220316.26,11063
Bobbi Brown,North America,Los Angeles,Department Store Atrium,Mobile Pop-Up Truck,3/26/24,6/16/24,82,LE-FMD9EX95,Bobbi Brown Mirage Mascara,51.47,1407,869,58.92,10.59756098,44727.43,115374
Hourglass,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,3/8/25,4/23/25,46,LE-6OROBCT0,Hourglass Rouge Setting Powder,51.77,2374,3767,82.83,81.89130435,195017.59,109204
Chanel,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,7/6/24,9/18/24,74,LE-GJ8YS5BX,Chanel Glow Mascara,35.39,725,209,91.67,2.824324324,7396.51,53650
Armani Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,1/23/25,3/6/25,42,LE-XZR6KFD7,Armani Beauty Velvet Highlighter,40.57,1995,4800,99.77,114.2857143,194736,83790
Bobbi Brown,Middle East,Riyadh,High-Street,Mall Kiosk,4/5/24,5/16/24,41,LE-8JV6H8EN,Bobbi Brown Satin Primer,70.84,1540,2604,59.36,63.51219512,184467.36,63140
YSL Beauty,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2/20/24,3/25/24,34,LE-Y0NS4HQK,YSL Beauty Mirage Fragrance,144.15,2457,2980,67.13,87.64705882,429567,83538
Shiseido,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,1/9/25,1/30/25,21,LE-QKE0EWVY,Shiseido Pearl Highlighter,88.84,1149,2579,79.38,122.8095238,229118.36,24129
Huda Beauty,Middle East,Doha,Department Store Atrium,Mall Kiosk,2/19/25,5/15/25,85,LE-FMZJRQR4,Huda Beauty Noir Foundation,86.83,621,2900,61.75,34.11764706,251807,52785
Pat McGrath Labs,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,5/21/25,5/27/25,6,LE-CW755HTH,Pat McGrath Labs Rouge Primer,68.35,1090,2301,66.16,383.5,157273.35,6540
Huda Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,9/16/24,12/14/24,89,LE-D765EHRJ,Huda Beauty Pearl Blush,33.95,2396,3234,92.14,36.33707865,109794.3,213244
NARS,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,5/16/24,6/14/24,29,LE-ZOMNND2X,NARS Mirage Highlighter,65.56,2638,3844,94.73,132.5517241,252012.64,76502
Sisley-Paris,Latin America,Bogotá,High-Street,Flash Event,12/27/24,1/31/25,35,LE-22RH6KEE,Sisley-Paris Opulence Setting Powder,55.01,2113,2900,82.36,82.85714286,159529,73955
Rare Beauty,Middle East,Riyadh,Art/Design District,Standalone Pop-Up,7/30/24,8/19/24,20,LE-NVOTE5T7,Rare Beauty Éclat Mascara,71.37,1229,2079,91.18,103.95,148378.23,24580
Huda Beauty,Latin America,São Paulo,Luxury Mall,Mobile Pop-Up Truck,4/1/25,5/22/25,51,LE-0XCT2C5L,Huda Beauty Rouge Blush,43.36,1788,964,54.49,18.90196078,41799.04,91188
Valentino Beauty,Latin America,Bogotá,Luxury Mall,Mobile Pop-Up Truck,8/10/24,9/5/24,26,LE-G5Q1WVMH,Valentino Beauty Pearl Lipstick,42.75,1832,2060,79.88,79.23076923,88065,47632
Clé de Peau Beauté,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,8/24/24,10/11/24,48,LE-OZBSWMVU,Clé de Peau Beauté Velvet Eyeshadow Palette,145.78,629,4244,100,88.41666667,618690.32,30192
Hourglass,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,1/31/25,3/31/25,59,LE-HMZJGUWV,Hourglass Glow Lipstick,74.19,1274,2157,69.13,36.55932203,160027.83,75166
Rare Beauty,Middle East,Doha,Airport Duty-Free,Mall Kiosk,3/22/25,6/11/25,81,LE-UCAAMPUB,Rare Beauty Glow Foundation,107.25,1978,1245,83.33,15.37037037,133526.25,160218
YSL Beauty,North America,Miami,Luxury Mall,Mall Kiosk,6/1/24,7/18/24,47,LE-OI10HY38,YSL Beauty Rouge Lipstick,61.83,1037,1740,69.96,37.0212766,107584.2,48739
Rare Beauty,Europe,Milan,Airport Duty-Free,Standalone Pop-Up,1/22/25,2/15/25,24,LE-4D6SW5ZH,Rare Beauty Rouge Blush,37.18,1963,1618,83.66,67.41666667,60157.24,47112
Dior,Asia-Pacific,Singapore,Art/Design District,Shop-in-Shop,8/12/24,10/7/24,56,LE-JG2W9AO8,Dior Lumière Foundation,57.21,1006,2131,92.73,38.05357143,121914.51,56336
Lancôme,Europe,Paris,Luxury Mall,Mall Kiosk,3/14/25,5/26/25,73,LE-NAQ8W49R,Lancôme Satin Foundation,72.26,1411,2221,87.86,30.42465753,160489.46,103003
Bobbi Brown,Middle East,Doha,Art/Design District,Mall Kiosk,3/26/24,5/30/24,65,LE-ETCW3U5L,Bobbi Brown Opulence Foundation,52.52,894,2486,64.44,38.24615385,130564.72,58110
Clé de Peau Beauté,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,4/3/25,5/24/25,51,LE-GET7WA1P,Clé de Peau Beauté Satin Blush,51.18,1012,1687,46.11,33.07843137,86340.66,51612
